species;clade;group;desert
Anolis_tigrinus;Iguania;lizard;Out
Anolis_townsendi;Iguania;lizard;Out
Anolis_trachyderma;Iguania;lizard;Out
Anolis_transversalis;Iguania;lizard;Out
Anolis_trinitatis;Iguania;lizard;Out
Anolis_tropidogaster;Iguania;lizard;Out
Anolis_tropidolepis;Iguania;lizard;Out
Anolis_tropidonotus;Iguania;lizard;Out
Anolis_uniformis;Iguania;lizard;Out
Anolis_unilobatus;Iguania;lizard;Out
Anolis_utilensis;Iguania;lizard;Out
Anolis_valencienni;Iguania;lizard;Out
Anolis_vanidicus;Iguania;lizard;Out
Anolis_vanzolinii;Iguania;lizard;Out
Anolis_ventrimaculatus;Iguania;lizard;Out
Anolis_vermiculatus;Iguania;lizard;Out
Anolis_wattsi;Iguania;lizard;Out
Anolis_websteri;Iguania;lizard;Out
Anolis_whitemani;Iguania;lizard;Out
Anolis_woodi;Iguania;lizard;Out
Anolis_yoroensis;Iguania;lizard;Out
Anolis_zapotecorum;Iguania;lizard;Out
Anolis_zeus;Iguania;lizard;Out
Anomalopus_brevicollis;Scincoidea;lizard;Out
Anomalopus_gowi;Scincoidea;lizard;Out
Anomalopus_leuckartii;Scincoidea;lizard;Out
Anomalopus_mackayi;Scincoidea;lizard;Out
Anomalopus_pluto;Scincoidea;lizard;Out
Anomalopus_swansoni;Scincoidea;lizard;Out
Anomalopus_verreauxi;Scincoidea;lizard;Out
Anomochilus_leonardi;Serpentes;snake;Out
Anotosaura_collaris;Lacertoidea;lizard;Out
Anotosaura_vanzolinia;Lacertoidea;lizard;Out
Antaresia_childreni;Serpentes;snake;Out
Antaresia_maculosa;Serpentes;snake;Out
Antaresia_perthensis;Serpentes;snake;Australian
Antaresia_stimsoni;Serpentes;snake;Australian
Aparallactus_capensis;Serpentes;snake;Out
Aparallactus_guentheri;Serpentes;snake;Out
Aparallactus_modestus;Serpentes;snake;Out
Aparallactus_werneri;Serpentes;snake;Out
Apathya_cappadocica;Lacertoidea;lizard;Out
Apathya_yassujica;Lacertoidea;lizard;Out
Aphaniotis_fusca;Iguania;lizard;Out
Aplopeltura_boa;Serpentes;snake;Out
Apostolepis_albicollaris;Serpentes;snake;Out
Apostolepis_assimilis;Serpentes;snake;Out
Apostolepis_cearensis;Serpentes;snake;Out
Apostolepis_dimidiata;Serpentes;snake;Out
Apostolepis_flavotorquata;Serpentes;snake;Out
Aprasia_aurita;Gekkota;lizard;Out
Aprasia_inaurita;Gekkota;lizard;Australian
Aprasia_parapulchella;Gekkota;lizard;Out
Aprasia_picturata;Gekkota;lizard;Australian
Aprasia_pseudopulchella;Gekkota;lizard;Australian
Aprasia_pulchella;Gekkota;lizard;Out
Aprasia_repens;Gekkota;lizard;Out
Aprasia_smithi;Gekkota;lizard;Australian
Aprasia_striolata;Gekkota;lizard;Out
Archaeolacerta_bedriagae;Lacertoidea;lizard;Out
Archaius_tigris;Iguania;lizard;Out
Archelaphe_bella;Serpentes;snake;Out
Argyrophis_diardii;Serpentes;snake;Out
Argyrophis_muelleri;Serpentes;snake;Out
Aristelliger_georgeensis;Gekkota;lizard;Out
Aristelliger_lar;Gekkota;lizard;Out
Aristelliger_praesignis;Gekkota;lizard;Out
Arizona_elegans;Serpentes;snake;American
Arrhyton_dolichura;Serpentes;snake;Out
Arrhyton_procerum;Serpentes;snake;Out
Arrhyton_supernum;Serpentes;snake;Out
Arrhyton_taeniatum;Serpentes;snake;Out
Arrhyton_tanyplectum;Serpentes;snake;Out
Arrhyton_vittatum;Serpentes;snake;Out
Arthrosaura_guianensis;Lacertoidea;lizard;Out
Arthrosaura_hoogmoedi;Lacertoidea;lizard;Out
Arthrosaura_kockii;Lacertoidea;lizard;Out
Arthrosaura_reticulata;Lacertoidea;lizard;Out
Asaccus_caudivolvulus;Gekkota;lizard;Saharab
Asaccus_elisae;Gekkota;lizard;Saharab
Asaccus_gallagheri;Gekkota;lizard;Saharab
Asaccus_griseonotus;Gekkota;lizard;Out
Asaccus_montanus;Gekkota;lizard;Out
Asaccus_nasrullahi;Gekkota;lizard;Out
Asaccus_platyrhynchus;Gekkota;lizard;Saharab
Aspidelaps_lubricus;Serpentes;snake;Kalahari
Aspidelaps_scutatus;Serpentes;snake;Kalahari
Aspidites_melanocephalus;Serpentes;snake;Australian
Aspidites_ramsayi;Serpentes;snake;Australian
Aspidomorphus_lineaticollis;Serpentes;snake;Out
Aspidomorphus_muelleri;Serpentes;snake;Out
Aspidomorphus_schlegelii;Serpentes;snake;Out
Aspidoscelis_angusticeps;Lacertoidea;lizard;Out
Aspidoscelis_burti;Lacertoidea;lizard;American
Aspidoscelis_ceralbensis;Lacertoidea;lizard;American
Aspidoscelis_communis;Lacertoidea;lizard;Out
Aspidoscelis_costata;Lacertoidea;lizard;Out
Aspidoscelis_cozumelae;Lacertoidea;lizard;Out
Aspidoscelis_deppei;Lacertoidea;lizard;Out
Aspidoscelis_gularis;Lacertoidea;lizard;American
Aspidoscelis_guttata;Lacertoidea;lizard;Out
Aspidoscelis_hyperythra;Lacertoidea;lizard;American
Aspidoscelis_inornata;Lacertoidea;lizard;American
Aspidoscelis_laredoensis;Lacertoidea;lizard;American
Aspidoscelis_lineattissima;Lacertoidea;lizard;Out
Aspidoscelis_marmorata;Lacertoidea;lizard;American
Aspidoscelis_maslini;Lacertoidea;lizard;Out
Aspidoscelis_maxima;Lacertoidea;lizard;American
Aspidoscelis_rodecki;Lacertoidea;lizard;Out
Aspidoscelis_scalaris;Lacertoidea;lizard;American
Aspidoscelis_sexlineata;Lacertoidea;lizard;Out
Aspidoscelis_stictogramma;Lacertoidea;lizard;American
Aspidoscelis_tigris;Lacertoidea;lizard;American
Aspidoscelis_uniparens;Lacertoidea;lizard;American
Aspidoscelis_velox;Lacertoidea;lizard;American
Aspidura_ceylonensis;Serpentes;snake;Out
Aspidura_drummondhayi;Serpentes;snake;Out
Aspidura_guentheri;Serpentes;snake;Out
Aspidura_trachyprocta;Serpentes;snake;Out
Aspronema_cochabambae;Scincoidea;lizard;Out
Aspronema_dorsivittatum;Scincoidea;lizard;Out
Asthenodipsas_laevis;Serpentes;snake;Out
Asthenodipsas_lasgalenensis;Serpentes;snake;Out
Asthenodipsas_tropidonotus;Serpentes;snake;Out
Asthenodipsas_vertebralis;Serpentes;snake;Out
Asymblepharus_himalayanus;Scincoidea;lizard;Out
Ateuchosaurus_pellopleurus;Scincoidea;lizard;Out
Atheris_barbouri;Serpentes;snake;Out
Atheris_ceratophora;Serpentes;snake;Out
Atheris_chlorechis;Serpentes;snake;Out
Atheris_desaixi;Serpentes;snake;Out
Atheris_hispida;Serpentes;snake;Out
Atheris_matildae;Serpentes;snake;Out
Atheris_nitschei;Serpentes;snake;Out
Atheris_squamigera;Serpentes;snake;Out
Atlantolacerta_andreanskyi;Lacertoidea;lizard;Out
Atractaspis_bibronii;Serpentes;snake;Kalahari
Atractaspis_boulengeri;Serpentes;snake;Out
Atractaspis_corpulenta;Serpentes;snake;Out
Atractaspis_irregularis;Serpentes;snake;Out
Atractaspis_microlepidota;Serpentes;snake;Out
Atractaspis_micropholis;Serpentes;snake;Out
Atractus_albuquerquei;Serpentes;snake;Out
Atractus_badius;Serpentes;snake;Out
Atractus_elaps;Serpentes;snake;Out
Atractus_flammigerus;Serpentes;snake;Out
Atractus_reticulatus;Serpentes;snake;Out
Atractus_schach;Serpentes;snake;Out
Atractus_trihedrurus;Serpentes;snake;Out
Atractus_wagleri;Serpentes;snake;Out
Atractus_zebrinus;Serpentes;snake;Out
Atractus_zidoki;Serpentes;snake;Out
Atretium_schistosum;Serpentes;snake;Out
Atretium_yunnanensis;Serpentes;snake;Out
Atropoides_indomitus;Serpentes;snake;Out
Atropoides_mexicanus;Serpentes;snake;Out
Atropoides_nummifer;Serpentes;snake;Out
Atropoides_occiduus;Serpentes;snake;Out
Atropoides_olmec;Serpentes;snake;Out
Atropoides_picadoi;Serpentes;snake;Out
Aurivela_longicauda;Lacertoidea;lizard;Out
Australolacerta_australis;Lacertoidea;lizard;Kalahari
Austrelaps_labialis;Serpentes;snake;Australian
Austrelaps_superbus;Serpentes;snake;Out
Azemiops_feae;Serpentes;snake;Out
Bachia_barbouri;Lacertoidea;lizard;Out
Bachia_bicolor;Lacertoidea;lizard;Out
Bachia_bresslaui;Lacertoidea;lizard;Out
Bachia_dorbignyi;Lacertoidea;lizard;Out
Bachia_flavescens;Lacertoidea;lizard;Out
Bachia_heteropa;Lacertoidea;lizard;Out
Bachia_huallagana;Lacertoidea;lizard;Out
Bachia_intermedia;Lacertoidea;lizard;Out
Bachia_panoplia;Lacertoidea;lizard;Out
Bachia_peruana;Lacertoidea;lizard;Out
Bachia_scaea;Lacertoidea;lizard;Out
Bachia_scolecoides;Lacertoidea;lizard;Out
Bachia_trisanale;Lacertoidea;lizard;Out
Balanophis_ceylonensis;Serpentes;snake;Out
Bamanophis_dorri;Serpentes;snake;Out
Barisia_herrerae;Anguimorpha;lizard;Out
Barisia_imbricata;Anguimorpha;lizard;American
Barisia_levicollis;Anguimorpha;lizard;American
Barisia_rudicollis;Anguimorpha;lizard;Out
Basiliscus_basiliscus;Iguania;lizard;Out
Basiliscus_galeritus;Iguania;lizard;Out
Basiliscus_plumifrons;Iguania;lizard;Out
Basiliscus_vittatus;Iguania;lizard;Out
Bassiana_duperreyi;Scincoidea;lizard;Out
Bassiana_platynota;Scincoidea;lizard;Out
Bassiana_trilineata;Scincoidea;lizard;Out
Bavayia_crassicollis;Gekkota;lizard;Out
Bavayia_cyclura;Gekkota;lizard;Out
Bavayia_exsuccida;Gekkota;lizard;Out
Bavayia_geitaina;Gekkota;lizard;Out
Bavayia_goroensis;Gekkota;lizard;Out
Bavayia_montana;Gekkota;lizard;Out
Bavayia_nubila;Gekkota;lizard;Out
Bavayia_ornata;Gekkota;lizard;Out
Bavayia_pulchella;Gekkota;lizard;Out
Bavayia_robusta;Gekkota;lizard;Out
Bavayia_sauvagii;Gekkota;lizard;Out
Bavayia_septuiclavis;Gekkota;lizard;Out
Bellatorias_frerei;Scincoidea;lizard;Out
Bellatorias_major;Scincoidea;lizard;Out
Bipes_biporus;Lacertoidea;worm lizard;American
Bipes_canaliculatus;Lacertoidea;worm lizard;Out
Bipes_tridactylus;Lacertoidea;worm lizard;Out
Bitia_hydroides;Serpentes;snake;Out
Bitis_arietans;Serpentes;snake;Kalahari
Bitis_armata;Serpentes;snake;Out
Bitis_atropos;Serpentes;snake;Out
Bitis_caudalis;Serpentes;snake;Kalahari
Bitis_cornuta;Serpentes;snake;Kalahari
Bitis_gabonica;Serpentes;snake;Out
Bitis_nasicornis;Serpentes;snake;Out
Bitis_parviocula;Serpentes;snake;Out
Bitis_peringueyi;Serpentes;snake;Kalahari
Bitis_rhinoceros;Serpentes;snake;Out
Bitis_rubida;Serpentes;snake;Kalahari
Bitis_schneideri;Serpentes;snake;Kalahari
Bitis_worthingtoni;Serpentes;snake;Out
Bitis_xeropaga;Serpentes;snake;Kalahari
Blaesodactylus_ambonihazo;Gekkota;lizard;Out
Blaesodactylus_antongilensis;Gekkota;lizard;Out
Blaesodactylus_boivini;Gekkota;lizard;Out
Blaesodactylus_sakalava;Gekkota;lizard;Out
Blanus_alexandri;Lacertoidea;worm lizard;Out
Blanus_aporus;Lacertoidea;worm lizard;Out
Blanus_cinereus;Lacertoidea;worm lizard;Out
Blanus_mariae;Lacertoidea;worm lizard;Out
Blanus_mettetali;Lacertoidea;worm lizard;Out
Blanus_strauchi;Lacertoidea;worm lizard;Out
Blanus_tingitanus;Lacertoidea;worm lizard;Out
Boa_constrictor;Serpentes;snake;Out
Boaedon_capensis;Serpentes;snake;Kalahari
Boaedon_fuliginosus;Serpentes;snake;Out
Boaedon_lineatus;Serpentes;snake;Out
Boaedon_olivaceus;Serpentes;snake;Out
Boaedon_virgatus;Serpentes;snake;Out
Bogertophis_rosaliae;Serpentes;snake;American
Bogertophis_subocularis;Serpentes;snake;American
Boiga_barnesii;Serpentes;snake;Out
Boiga_beddomei;Serpentes;snake;Out
Boiga_ceylonensis;Serpentes;snake;Out
Boiga_cynodon;Serpentes;snake;Out
Boiga_dendrophila;Serpentes;snake;Out
Boiga_forsteni;Serpentes;snake;Persian
Boiga_irregularis;Serpentes;snake;Out
Boiga_kraepelini;Serpentes;snake;Out
Boiga_multomaculata;Serpentes;snake;Out
Boiga_trigonata;Serpentes;snake;Persian
Boiruna_maculata;Serpentes;snake;Out
Borikenophis_portoricensis;Serpentes;snake;Out
Borikenophis_variegatus;Serpentes;snake;Out
Bothriechis_aurifer;Serpentes;snake;Out
Bothriechis_bicolor;Serpentes;snake;Out
Bothriechis_guifarroi;Serpentes;snake;Out
Bothriechis_lateralis;Serpentes;snake;Out
Bothriechis_marchi;Serpentes;snake;Out
Bothriechis_nigroviridis;Serpentes;snake;Out
Bothriechis_rowleyi;Serpentes;snake;Out
Bothriechis_schlegelii;Serpentes;snake;Out
Bothriechis_supraciliaris;Serpentes;snake;Out
Bothriechis_thalassinus;Serpentes;snake;Out
Bothrochilus_albertisii;Serpentes;snake;Out
Bothrochilus_boa;Serpentes;snake;Out
Bothrocophias_campbelli;Serpentes;snake;Out
Bothrocophias_hyoprora;Serpentes;snake;Out
Bothrocophias_microphthalmus;Serpentes;snake;Out
Bothrolycus_ater;Serpentes;snake;Out
Bothrophthalmus_brunneus;Serpentes;snake;Out
Bothrophthalmus_lineatus;Serpentes;snake;Out
Bothrops_alcatraz;Serpentes;snake;Out
Bothrops_alternatus;Serpentes;snake;Out
Bothrops_ammodytoides;Serpentes;snake;Out
Bothrops_asper;Serpentes;snake;Out
Bothrops_atrox;Serpentes;snake;Out
Bothrops_bilineata;Serpentes;snake;Out
Bothrops_brazili;Serpentes;snake;Out
Bothrops_caribbaeus;Serpentes;snake;Out
Bothrops_chloromelas;Serpentes;snake;Out
Bothrops_cotiara;Serpentes;snake;Out
Bothrops_diporus;Serpentes;snake;Out
Bothrops_erythromelas;Serpentes;snake;Out
Bothrops_fonsecai;Serpentes;snake;Out
Bothrops_insularis;Serpentes;snake;Out
Bothrops_itapetiningae;Serpentes;snake;Out
Bothrops_jararaca;Serpentes;snake;Out
Bothrops_jararacussu;Serpentes;snake;Out
Bothrops_lanceolatus;Serpentes;snake;Out
Bothrops_leucurus;Serpentes;snake;Out
Bothrops_lojanus;Serpentes;snake;Out
Bothrops_lutzi;Serpentes;snake;Out
Bothrops_marajoensis;Serpentes;snake;Out
Bothrops_marmoratus;Serpentes;snake;Out
Bothrops_matogrossensis;Serpentes;snake;Out
Bothrops_moojeni;Serpentes;snake;Out
Bothrops_neuwiedi;Serpentes;snake;Out
Bothrops_osbornei;Serpentes;snake;Out
Bothrops_pauloensis;Serpentes;snake;Out
Bothrops_pictus;Serpentes;snake;Atacama
Bothrops_pubescens;Serpentes;snake;Out
Bothrops_pulchra;Serpentes;snake;Out
Bothrops_punctatus;Serpentes;snake;Out
Bothrops_taeniata;Serpentes;snake;Out
Brachylophus_fasciatus;Iguania;lizard;Out
Brachylophus_vitiensis;Iguania;lizard;Out
Brachymeles_apus;Scincoidea;lizard;Out
Brachymeles_bicolandia;Scincoidea;lizard;Out
Brachymeles_bicolor;Scincoidea;lizard;Out
Brachymeles_boholensis;Scincoidea;lizard;Out
Brachymeles_bonitae;Scincoidea;lizard;Out
Brachymeles_boulengeri;Scincoidea;lizard;Out
Brachymeles_brevidactylus;Scincoidea;lizard;Out
Brachymeles_cebuensis;Scincoidea;lizard;Out
Brachymeles_cobos;Scincoidea;lizard;Out
Brachymeles_elerae;Scincoidea;lizard;Out
Brachymeles_gracilis;Scincoidea;lizard;Out
Brachymeles_hilong;Scincoidea;lizard;Out
Brachymeles_libayani;Scincoidea;lizard;Out
Brachymeles_lukbani;Scincoidea;lizard;Out
Brachymeles_makusog;Scincoidea;lizard;Out
Brachymeles_mindorensis;Scincoidea;lizard;Out
Brachymeles_minimus;Scincoidea;lizard;Out
Brachymeles_miriamae;Scincoidea;lizard;Out
Brachymeles_muntingkamay;Scincoidea;lizard;Out
Brachymeles_pathfinderi;Scincoidea;lizard;Out
Brachymeles_samad;Scincoidea;lizard;Out
Brachymeles_samarensis;Scincoidea;lizard;Out
Brachymeles_schadenbergi;Scincoidea;lizard;Out
Brachymeles_talinis;Scincoidea;lizard;Out
Brachymeles_taylori;Scincoidea;lizard;Out
Brachymeles_tiboliorum;Scincoidea;lizard;Out
Brachymeles_tridactylus;Scincoidea;lizard;Out
Brachymeles_vulcani;Scincoidea;lizard;Out
Brachyophidium_rhodogaster;Serpentes;snake;Out
Brachyorrhos_raffrayi;Serpentes;snake;Out
Brachyorrhos_wallacei;Serpentes;snake;Out
Brachyurophis_approximans;Serpentes;snake;Australian
Brachyurophis_australis;Serpentes;snake;Out
Brachyurophis_incinctus;Serpentes;snake;Australian
Brachyurophis_morrisi;Serpentes;snake;Out
Brachyurophis_roperi;Serpentes;snake;Australian
Brachyurophis_semifasciatus;Serpentes;snake;Australian
Bradypodion_atromontanum;Iguania;lizard;Out
Bradypodion_caeruleogula;Iguania;lizard;Out
Bradypodion_caffer;Iguania;lizard;Out
Bradypodion_damaranum;Iguania;lizard;Out
Bradypodion_dracomontanum;Iguania;lizard;Out
Bradypodion_gutturale;Iguania;lizard;Kalahari
Bradypodion_kentanicum;Iguania;lizard;Out
Bradypodion_melanocephalum;Iguania;lizard;Out
Bradypodion_nemorale;Iguania;lizard;Out
Bradypodion_ngomeense;Iguania;lizard;Out
Bradypodion_occidentale;Iguania;lizard;Kalahari
Bradypodion_pumilum;Iguania;lizard;Kalahari
Bradypodion_setaroi;Iguania;lizard;Out
Bradypodion_taeniabronchum;Iguania;lizard;Out
Bradypodion_thamnobates;Iguania;lizard;Out
Bradypodion_transvaalense;Iguania;lizard;Out
Bradypodion_ventrale;Iguania;lizard;Kalahari
Brasiliscincus_agilis;Scincoidea;lizard;Out
Brasiliscincus_caissara;Scincoidea;lizard;Out
Brasiliscincus_heathi;Scincoidea;lizard;Out
Broadleysaurus_major;Scincoidea;lizard;Out
Bronchocela_cristatella;Iguania;lizard;Out
Brookesia_ambreensis;Iguania;lizard;Out
Brookesia_antakarana;Iguania;lizard;Out
Brookesia_betschi;Iguania;lizard;Out
Brookesia_bonsi;Iguania;lizard;Out
Brookesia_brunoi;Iguania;lizard;Out
Brookesia_brygooi;Iguania;lizard;Out
Brookesia_confidens;Iguania;lizard;Out
Brookesia_decaryi;Iguania;lizard;Out
Brookesia_dentata;Iguania;lizard;Out
Brookesia_desperata;Iguania;lizard;Out
Brookesia_ebenaui;Iguania;lizard;Out
Brookesia_exarmata;Iguania;lizard;Out
Brookesia_griveaudi;Iguania;lizard;Out
Brookesia_karchei;Iguania;lizard;Out
Brookesia_lineata;Iguania;lizard;Out
Brookesia_micra;Iguania;lizard;Out
Brookesia_minima;Iguania;lizard;Out
Brookesia_perarmata;Iguania;lizard;Out
Brookesia_peyrierasi;Iguania;lizard;Out
Brookesia_ramanantsoai;Iguania;lizard;Out
Brookesia_stumpffi;Iguania;lizard;Out
Brookesia_superciliaris;Iguania;lizard;Out
Brookesia_therezieni;Iguania;lizard;Out
Brookesia_thieli;Iguania;lizard;Out
Brookesia_tristis;Iguania;lizard;Out
Brookesia_tuberculata;Iguania;lizard;Out
Brookesia_vadoni;Iguania;lizard;Out
Brookesia_valerieae;Iguania;lizard;Out
Bufoniceps_laungwalaensis;Iguania;lizard;Persian
Buhoma_depressiceps;Serpentes;snake;Out
Buhoma_procterae;Serpentes;snake;Out
Bungarus_bungaroides;Serpentes;snake;Out
Bungarus_caeruleus;Serpentes;snake;Persian
Bungarus_candidus;Serpentes;snake;Out
Bungarus_ceylonicus;Serpentes;snake;Out
Bungarus_fasciatus;Serpentes;snake;Out
Bungarus_flaviceps;Serpentes;snake;Out
Bungarus_multicinctus;Serpentes;snake;Out
Bungarus_niger;Serpentes;snake;Out
Bungarus_sindanus;Serpentes;snake;Persian
Bungarus_slowinskii;Serpentes;snake;Out
Bunopus_crassicauda;Gekkota;lizard;Persian
Bunopus_tuberculatus;Gekkota;lizard;Persian_Saharab
Caaeteboia_amarali;Serpentes;snake;Out
Cacophis_krefftii;Serpentes;snake;Out
Cacophis_squamulosus;Serpentes;snake;Out
Cadea_blanoides;Lacertoidea;worm lizard;Out
Calabaria_reinhardtii;Serpentes;snake;Out
Calamaria_pavimentata;Serpentes;snake;Out
Calamaria_septentrionalis;Serpentes;snake;Out
Calamaria_yunnanensis;Serpentes;snake;Out
Calamodontophis_paucidens;Serpentes;snake;Out
Caledoniscincus_aquilonius;Scincoidea;lizard;Out
Caledoniscincus_atropunctatus;Scincoidea;lizard;Out
Caledoniscincus_auratus;Scincoidea;lizard;Out
Caledoniscincus_austrocaledonicus;Scincoidea;lizard;Out
Caledoniscincus_chazeaui;Scincoidea;lizard;Out
Caledoniscincus_constellatus;Scincoidea;lizard;Out
Caledoniscincus_cryptos;Scincoidea;lizard;Out
Caledoniscincus_festivus;Scincoidea;lizard;Out
Caledoniscincus_haplorhinus;Scincoidea;lizard;Out
Caledoniscincus_orestes;Scincoidea;lizard;Out
Caledoniscincus_renevieri;Scincoidea;lizard;Out
Caledoniscincus_terma;Scincoidea;lizard;Out
Calliophis_bivirgata;Serpentes;snake;Out
Calliophis_castoe;Serpentes;snake;Out
Calliophis_melanurus;Serpentes;snake;Out
Calliophis_nigrescens;Serpentes;snake;Out
Callisaurus_draconoides;Iguania;lizard;American
Callopistes_flavipunctatus;Lacertoidea;lizard;Atacama
Callopistes_maculatus;Lacertoidea;lizard;Out
Calloselasma_rhodostoma;Serpentes;snake;Out
Calodactylodes_aureus;Gekkota;lizard;Out
Calodactylodes_illingworthorum;Gekkota;lizard;Out
Calotes_calotes;Iguania;lizard;Out
Calotes_ceylonensis;Iguania;lizard;Out
Calotes_chincollium;Iguania;lizard;Out
Calotes_emma;Iguania;lizard;Out
Calotes_htunwini;Iguania;lizard;Out
Calotes_irawadi;Iguania;lizard;Out
Calotes_jerdoni;Iguania;lizard;Out
Calotes_liocephalus;Iguania;lizard;Out
Calotes_liolepis;Iguania;lizard;Out
Calotes_mystaceus;Iguania;lizard;Out
Calotes_nigrilabris;Iguania;lizard;Out
Calotes_versicolor;Iguania;lizard;Persian
Calumma_amber;Iguania;lizard;Out
Calumma_ambreense;Iguania;lizard;Out
Calumma_andringitraense;Iguania;lizard;Out
Calumma_boettgeri;Iguania;lizard;Out
Calumma_brevicorne;Iguania;lizard;Out
Calumma_capuroni;Iguania;lizard;Out
Calumma_crypticum;Iguania;lizard;Out
Calumma_cucullatum;Iguania;lizard;Out
Calumma_fallax;Iguania;lizard;Out
Calumma_furcifer;Iguania;lizard;Out
Calumma_gallus;Iguania;lizard;Out
Calumma_gastrotaenia;Iguania;lizard;Out
Calumma_glawi;Iguania;lizard;Out
Calumma_globifer;Iguania;lizard;Out
Calumma_guibei;Iguania;lizard;Out
Calumma_guillaumeti;Iguania;lizard;Out
Calumma_hafahafa;Iguania;lizard;Out
Calumma_hilleniusi;Iguania;lizard;Out
Calumma_malthe;Iguania;lizard;Out
Calumma_marojezense;Iguania;lizard;Out
Calumma_nasutum;Iguania;lizard;Out
Calumma_oshaughnessyi;Iguania;lizard;Out
Calumma_parsonii;Iguania;lizard;Out
Calumma_peltierorum;Iguania;lizard;Out
Calumma_peyrierasi;Iguania;lizard;Out
Calumma_tarzan;Iguania;lizard;Out
Calumma_tsaratananense;Iguania;lizard;Out
Calumma_vencesi;Iguania;lizard;Out
Calumma_vohibola;Iguania;lizard;Out
Calyptommatus_confusionibus;Lacertoidea;lizard;Out
Calyptommatus_leiolepis;Lacertoidea;lizard;Out
Calyptommatus_nicterus;Lacertoidea;lizard;Out
Calyptommatus_sinebrachiatus;Lacertoidea;lizard;Out
Calyptotis_lepidorostrum;Scincoidea;lizard;Out
Calyptotis_ruficauda;Scincoidea;lizard;Out
Calyptotis_scutirostrum;Scincoidea;lizard;Out
Calyptotis_temporalis;Scincoidea;lizard;Out
Candoia_aspera;Serpentes;snake;Out
Candoia_bibroni;Serpentes;snake;Out
Candoia_carinata;Serpentes;snake;Out
Candoia_superciliosa;Serpentes;snake;Out
Cantoria_violacea;Serpentes;snake;Out
Caparaonia_itaiquara;Lacertoidea;lizard;Out
Caraiba_andreae;Serpentes;snake;Out
Carlia_aenigma;Scincoidea;lizard;Out
Carlia_ailanpalai;Scincoidea;lizard;Out
Carlia_amax;Scincoidea;lizard;Out
Carlia_bicarinata;Scincoidea;lizard;Out
Carlia_decora;Scincoidea;lizard;Out
Carlia_dogare;Scincoidea;lizard;Out
Carlia_eothen;Scincoidea;lizard;Out
Carlia_fusca;Scincoidea;lizard;Out
Carlia_gracilis;Scincoidea;lizard;Out
Carlia_inconnexa;Scincoidea;lizard;Out
Carlia_jarnoldae;Scincoidea;lizard;Out
Carlia_johnstonei;Scincoidea;lizard;Out
Carlia_longipes;Scincoidea;lizard;Out
Carlia_luctuosa;Scincoidea;lizard;Out
Carlia_munda;Scincoidea;lizard;Australian
Carlia_mysi;Scincoidea;lizard;Out
Carlia_pectoralis;Scincoidea;lizard;Out
Carlia_pulla;Scincoidea;lizard;Out
Carlia_quinquecarinata;Scincoidea;lizard;Out
Carlia_rhomboidalis;Scincoidea;lizard;Out
Carlia_rostralis;Scincoidea;lizard;Out
Carlia_rubigo;Scincoidea;lizard;Out
Carlia_rubrigularis;Scincoidea;lizard;Out
Carlia_rufilatus;Scincoidea;lizard;Out
Carlia_schmeltzii;Scincoidea;lizard;Out
Carlia_sexdentata;Scincoidea;lizard;Out
Carlia_storri;Scincoidea;lizard;Out
Carlia_tetradactyla;Scincoidea;lizard;Out
Carlia_triacantha;Scincoidea;lizard;Australian
Carlia_vivax;Scincoidea;lizard;Out
Carphodactylus_laevis;Gekkota;lizard;Out
Carphophis_amoenus;Serpentes;snake;Out
Carphophis_vermis;Serpentes;snake;Out
Casarea_dussumieri;Serpentes;snake;Out
Causus_defilippii;Serpentes;snake;Out
Causus_resimus;Serpentes;snake;Out
Causus_rhombeatus;Serpentes;snake;Out
Celatiscincus_euryotis;Scincoidea;lizard;Out
Celatiscincus_similis;Scincoidea;lizard;Out
Celestus_agasepsoides;Anguimorpha;lizard;Out
Celestus_enneagrammus;Anguimorpha;lizard;Out
Celestus_haetianus;Anguimorpha;lizard;Out
